genre	artist_id	artist_name	all_genres	popularity	follower_count	track_id	track_name	track_popularity	track_length	track_danceability	track_energy	track_key	track_loudness	track_mode	track_speechiness	track_acousticness	track_instrumentalness	track_liveness	track_valence	track_tempo	track_type	track_duration	track_time_signature
k-pop	5WY88tCMFA6J6vqSN3MmDZ	NELL	k-indie; korean pop	60	18228	2EoRtd7SLj3E8Lp2TABI1S	Broken	27	232304	0.277	0.955	8	-4.741	1	0.0789	0.00174	0.335	0.327	0.388	95.523	audio_features	232305	4
k-pop	2AfmfGFbe0A0WsTYm0SDTx	(G)I-DLE	k-pop	74	340750	2ezKXygNO30pXyDQXkm6oD	LATATA	72	202772	0.774	0.792	9	-4.019	0	0.224	0.00427	1.15e-6	0.283	0.505	98.1	audio_features	202773	4
k-pop	5HenzRvMtSrgtvU16XAoby	Zion.T	k-indie; k-pop; korean pop; korean r&b	62	249919	2F55YBLxW82MIvzdnHaacy	My Luv	53	194635	0.803	0.434	10	-6.673	0	0.034	0.554	0	0.183	0.641	90.003	audio_features	194635	4
k-pop	3qNVuliS40BLgXGxhdBdqu	TAEYEON	k-pop; korean pop	65	555701	2FG7k4aaCUjXX6NpCkCpgC	All Night Long	51	222693	0.758	0.686	9	-4.213	0	0.0313	0.0234	2.81e-6	0.0928	0.904	89.019	audio_features	222693	4
k-pop	5r1tUTxVSgvBHnoDuDODPH	IZ*ONE	k-pop	65	41980	2FQ42rxlSqvR7Q2vGSPcaY	Memory	58	202917	0.419	0.614	8	-5.557	1	0.0358	0.145	0	0.105	0.249	72.989	audio_features	202917	4
k-pop	52zMTJCKluDlFwMQWmccY7	LOOΠΔ	k-pop	64	237804	2hynpFtQsg5wqVevY8z6G7	favOriTe	57	194253	0.592	0.942	4	-1.495	0	0.0612	0.00801	0	0.405	0.554	98.986	audio_features	194254	4
k-pop	0siBQaURCli5wn2lqv8WZg	DPR LIVE	k-hop; k-pop; korean pop; korean r&b	59	113116	2IgbYlOlFpiSFYnsqB39lM	Jasmine	60	201510	0.593	0.487	8	-5.875	1	0.113	0.323	0	0.122	0.384	69.009	audio_features	201511	4
k-pop	3eCd0TZrBPm2n9cDG6yWfF	DEAN	k-pop; korean pop; korean r&b	66	449290	2jiI8bNSDu7UxTtDCOqh3L	21	56	207129	0.68	0.724	6	-5.633	0	0.133	0.163	0	0.349	0.566	109.974	audio_features	207130	4
k-pop	4Kxlr1PRlDKEB0ekOCyHgX	BIGBANG	j-pop; k-hop; k-pop	71	2495384	2jJiOwmdErFy7I5moPtjfs	SOBER	59	237583	0.649	0.827	5	-3.465	1	0.0838	0.00676	0	0.916	0.456	129.963	audio_features	237584	4
k-pop	5WY88tCMFA6J6vqSN3MmDZ	NELL	k-indie; korean pop	60	18228	2Kcs3QR8VfcFG7mUeewnyP	Loop	32	238895	0.676	0.508	2	-7.515	1	0.0577	0.564	1.42e-4	0.101	0.323	106.015	audio_features	238895	4
k-pop	2AfmfGFbe0A0WsTYm0SDTx	(G)I-DLE	k-pop	74	340750	2kgjb8aqV3202cAN7jUaNR	Hear me	49	236941	0.573	0.544	4	-6.24	1	0.0288	0.816	0	0.125	0.316	129.914	audio_features	236941	4
k-pop	7f4ignuCJhLXfZ9giKT7rH	NCT 127	k-pop	71	989441	2lAxhE5s3x7OS9sfhsgT1F	Regular - Korean Version	67	217706	0.733	0.801	9	-5.339	0	0.0765	0.237	0	0.287	0.878	133.998	audio_features	217707	4
k-pop	3cjEqqelV9zb4BYE3qDQ4O	EXO	k-pop	79	3271527	2MqK2bA1U6MO0EbUpCOG2r	Sign	70	193852	0.637	0.669	1	-5.289	1	0.0732	0.0135	0	0.406	0.501	168.117	audio_features	193853	4
k-pop	41MozSoPIsD1dJM0CLPjZF	BLACKPINK	k-pop	84	4054149	2naEVOadudtXHwtZNfjMDM	Forever Young	77	237076	0.6	0.96	4	-1.807	1	0.095	0.0426	0	0.0882	0.503	109.863	audio_features	237077	4
k-pop	1gBUSTR3TyDdTVFIaQnc02	NCT DREAM	k-pop	65	676416	2nChvM2Tyv1ib8AvfCJcOe	We Young	57	224466	0.712	0.857	0	-4.194	1	0.0414	0.0579	0	0.0684	0.338	123.041	audio_features	224467	4
k-pop	7f4ignuCJhLXfZ9giKT7rH	NCT 127	k-pop	71	989441	2nOdZukkmCi4HyAnn4GHuU	Replay (PM 01:27)	61	219626	0.723	0.692	8	-6.684	1	0.059	0.216	4.88e-5	0.13	0.3	125.031	audio_features	219627	4
k-pop	13rF01aOogvnkuQXOlgTW8	TAEMIN	k-pop; korean pop	63	492825	2nxYJsog7BFm0xCg90MIQq	Thirsty	55	206993	0.67	0.653	3	-5.532	0	0.0656	0.058	0	0.0978	0.493	105.017	audio_features	206993	4
k-pop	5RR0MLwcjc87wjSw2JYdwx	MOMOLAND	k-pop	68	719478	2o2L7uWccaITKSCoLp7zi5	Freeze	55	192359	0.726	0.862	1	-3.427	1	0.0476	0.0237	0	0.865	0.629	126.973	audio_features	192359	4
k-pop	2hRQKC0gqlZGPrmUKbcchR	SHINee	dance pop; j-pop; k-pop; korean pop	67	1129222	2O7DJ26ffSpxD3giTttz6m	누난 너무 예뻐 (Replay) - Live	54	217146	0.703	0.712	1	-5.491	1	0.1	0.184	3.44e-6	0.663	0.598	99.99	audio_features	217147	4
k-pop	3eCd0TZrBPm2n9cDG6yWfF	DEAN	k-pop; korean pop; korean r&b	66	449290	2p980qlVXYLh3HdHusbhfa	Pour Up	60	211972	0.886	0.493	5	-5.584	0	0.058	0.105	0	0.104	0.775	126.977	audio_features	211972	4
k-pop	2dIgFjalVxs4ThymZ67YCE	Stray Kids	k-pop	70	496372	2Q0IIf62kXoAo24LX70iyb	Get Cool	60	194758	0.804	0.854	2	-4.194	1	0.0915	0.0893	0	0.27	0.9	151.955	audio_features	194758	4
k-pop	2FLqlgckDKdmpBrvLAT5BM	Eric Nam	k-pop; korean pop	64	219554	2Q6vn3Pz85m9ttt9mOm5qZ	Miss You	63	172634	0.846	0.57	7	-5.735	0	0.0743	0.522	0	0.148	0.785	108.025	audio_features	172635	4
k-pop	2hRQKC0gqlZGPrmUKbcchR	SHINee	dance pop; j-pop; k-pop; korean pop	67	1129222	2QqH85XScNQ3dXabg3NZE5	Our Page	47	239721	0.674	0.752	5	-4.657	0	0.0326	0.295	0	0.164	0.348	107.021	audio_features	239721	4
k-pop	30b9WulBM8sFuBo17nNq9c	G-DRAGON	k-hop; k-pop; korean pop	62	1152089	2QYFbs7kZMe0L4d7soRp06	That XX	56	199629	0.763	0.47	4	-5.642	0	0.0433	0.533	0	0.133	0.801	119.885	audio_features	199629	4
k-pop	3Nrfpe0tUJi4K4DXYWgMUX	BTS	k-pop	91	7553232	2r1T6xGTVaNAqBoPH4lZEE	Waste It On Me (feat. BTS)	88	192536	0.669	0.684	7	-4.595	1	0.0585	0.252	0	0.72	0.466	96.097	audio_features	192537	4
k-pop	30b9WulBM8sFuBo17nNq9c	G-DRAGON	k-hop; k-pop; korean pop	62	1152089	2r2gvUBwEOiE2IRs24oK9G	삐딱하게 (Crooked)	60	224792	0.665	0.919	2	-3.211	1	0.0921	0.00191	0	0.0588	0.783	129.961	audio_features	224793	4
k-pop	41MozSoPIsD1dJM0CLPjZF	BLACKPINK	k-pop	84	4054149	2r5oD7twaQTsv5KoRS6v16	Really	71	197789	0.695	0.881	1	-2.082	1	0.104	0.0234	0	0.277	0.947	142.018	audio_features	197789	4
k-pop	5DIi2JWfQPTKffaVBlIYRn	Sik-K	k-hop; k-pop; korean pop; korean r&b	61	104507	2S5HgahRdEHaqwHJyRV1FX	JUST U (PROD. GroovyRoom)	46	203697	0.714	0.842	6	-4.482	1	0.0757	0.104	0	0.0425	0.849	111	audio_features	203698	4
k-pop	3paGCCtX1Xr4Gx53mSeZuQ	NCT U	k-pop	64	771747	2sVHIx5p8pZVT3f0F20l3e	Radio Romance (Sung by TAEIL, DOYOUNG) Inst.	22	219125	0.663	0.763	2	-7.134	1	0.0257	0.0037200000000000002	0.684	0.18	0.426	114.985	audio_features	219126	4
k-pop	2hRQKC0gqlZGPrmUKbcchR	SHINee	dance pop; j-pop; k-pop; korean pop	67	1129222	2sVtrcj32v3fR8mLjqWziv	Sherlock (Clue + Note)	53	239186	0.64	0.937	1	-2.112	1	0.0839	0.0069	0	0.393	0.316	107.013	audio_features	239187	4
k-pop	4Kxlr1PRlDKEB0ekOCyHgX	BIGBANG	j-pop; k-hop; k-pop	71	2495384	2TdhkLmxjvPy98HoWmo9i8	LET’S NOT FALL IN LOVE	59	211983	0.685	0.843	0	-4.258	1	0.0499	0.121	0	0.126	0.637	125.029	audio_features	211984	4
k-pop	4o7tWrzQOqarDtTMWD2HV9	LAY	chinese electropop; k-pop	72	208274	2tuDs69B7pNvP3nzNxDb6J	SHEEP	53	205360	0.734	0.833	7	-4.918	1	0.138	9.41e-4	1.27e-6	0.0634	0.422	89.957	audio_features	205360	4
k-pop	3cjEqqelV9zb4BYE3qDQ4O	EXO	k-pop	79	3271527	2ujA6F1cpk3m8lsPE5aKua	전야 前夜 The Eve	69	176026	0.636	0.702	0	-5.352	0	0.0334	0.0223	0	0.293	0.516	135.104	audio_features	176026	4
k-pop	4o7tWrzQOqarDtTMWD2HV9	LAY	chinese electropop; k-pop	72	208274	2Vcgk8ZDYhUEvpTMuInlyW	Save You	49	211152	0.78	0.785	5	-3.205	0	0.0755	0.0246	1e-6	0.11	0.711	109.999	audio_features	211152	4
k-pop	6gzXCdfYfFe5XKhPKkYqxV	SUPER JUNIOR	k-pop; korean pop	69	979619	2VVqxQhALecXvaArlZSVXr	Lo Siento	66	226183	0.746	0.738	9	-3.67	1	0.207	0.0705	0	0.043	0.63	94.808	audio_features	226184	4
k-pop	1xs6WFotNQSXweo0GXrS0O	EXID	k-pop	61	635606	2WusoL0p5HmFzhR5DLGUVx	Lady	58	190501	0.705	0.952	1	-2.896	0	0.0489	0.0337	0	0.382	0.633	107.001	audio_features	190502	4
k-pop	0b1sIQumIAsNbqAoIClSpy	j-hope	k-hop; k-pop	63	849372	2xYpEh4RtRcHOK5XOG7XQz	P.O.P (Piece Of Peace) pt.1	59	181113	0.547	0.845	6	-5.293	1	0.0866	0.00652	2.4e-6	0.0604	0.67	175.816	audio_features	181113	4
k-pop	0b1sIQumIAsNbqAoIClSpy	j-hope	k-hop; k-pop	63	849372	2yAr91sJO2OQinZLghgnzr	Blue Side (Outro)	62	90539	0.499	0.394	9	-10.202	0	0.0261	0.0149	0.901	0.309	0.0812	80.466	audio_features	90540	4
k-pop	6nfDaffa50mKtEOwR8g4df	GOT7	k-pop	72	1828380	2zSwsJyjrP0G8wUm0eiSuw	딱 좋아(Just right)	64	222398	0.76	0.781	11	-2.881	0	0.0641	0.233	0	0.106	0.736	95.97	audio_features	222399	4
k-pop	5DIi2JWfQPTKffaVBlIYRn	Sik-K	k-hop; k-pop; korean pop; korean r&b	61	104507	33uDroYGg4ns0kwoPNi12M	KITKAT (Prod. WOOGIE)	44	193868	0.855	0.582	0	-4.933	1	0.102	0.278	0	0.0495	0.907	75.01	audio_features	193869	4
k-pop	30b9WulBM8sFuBo17nNq9c	G-DRAGON	k-hop; k-pop; korean pop	62	1152089	35dEFabeYvGLrOMc9c1tES	무제(無題) (Untitled, 2014)	62	222867	0.575	0.461	4	-5.153	1	0.0317	0.785	1.75e-5	0.13	0.266	79.971	audio_features	222868	4
k-pop	5qRSs6mvI17zrkJpOHkCoM	iKON	k-pop	74	1092967	374WyJeaSR9Cmq4kuFzoqu	RHYTHM TA	60	227056	0.764	0.819	2	-4.104	0	0.114	0.127	0	0.332	0.603	81.975	audio_features	227056	4
k-pop	4Kxlr1PRlDKEB0ekOCyHgX	BIGBANG	j-pop; k-hop; k-pop	71	2495384	37DVuXUPIFPsYBmr6hBoxA	FLOWER ROAD	61	228631	0.709	0.654	1	-4.765	0	0.0858	0.124	0	0.15	0.624	94.858	audio_features	228632	4
k-pop	1z4g3DjTBBZKhvAroFlhOM	Red Velvet	k-pop	74	1753769	381g0b6QZxC13SzA2HRMIc	Power Up	72	202040	0.732	0.934	8	-4.618	1	0.144	0.0774	0.00745	0.306	0.898	159.998	audio_features	202040	4
k-pop	6MoXcK2GyGg7FIyxPU5yW6	SUNMI	k-pop	67	426173	38TP2hg0hFxKmpV9PxISN7	Black Pearl	57	199320	0.709	0.646	8	-6.596	0	0.052	0.16	1.76e-4	0.0779	0.716	100.031	audio_features	199320	4
k-pop	5WY88tCMFA6J6vqSN3MmDZ	NELL	k-indie; korean pop	60	18228	3aVhcIwN9EI3PhpKwNYugV	Dream catcher	30	196826	0.555	0.736	7	-5.998	1	0.0244	0.0223	0.0013	0.158	0.385	89.997	audio_features	196827	4
k-pop	3Nrfpe0tUJi4K4DXYWgMUX	BTS	k-pop	91	7553232	3aW0ds4A4tSQDIp75FqWTo	FAKE LOVE	79	242333	0.557	0.719	2	-4.515	0	0.0372	0.00267	0	0.306	0.344	77.501	audio_features	242334	4
k-pop	41MozSoPIsD1dJM0CLPjZF	BLACKPINK	k-pop	84	4054149	3AyLh4R4D3fQfyqCsTdFf3	See U Later	71	198866	0.741	0.926	9	-3.968	0	0.112	0.0376	0	0.582	0.571	106.99	audio_features	198867	4
k-pop	5r1tUTxVSgvBHnoDuDODPH	IZ*ONE	k-pop	65	41980	3BojwEFl96Bfv6X05J2Dam	We Together - IZ*ONE Ver.	59	226225	0.674	0.9	4	-3.114	1	0.215	0.188	0	0.592	0.651	115.116	audio_features	226226	4
k-pop	5RR0MLwcjc87wjSw2JYdwx	MOMOLAND	k-pop	68	719478	3BPoSr2pO34Aan6alFfVto	BBoom BBoom	75	208863	0.785	0.744	3	-4.249	0	0.0369	0.0149	0.00666	0.0661	0.833	126.018	audio_features	208863	4
k-pop	5TnQc2N1iKlFjYD7CPGvFc	Day6	k-pop; korean pop	67	435460	3buINMOsA0XNnAjLL5oSuR	좋아합니다 I like you	55	240604	0.442	0.705	7	-4.94	1	0.0324	0.0124	0	0.121	0.35	149.954	audio_features	240605	4
k-pop	4Kxlr1PRlDKEB0ekOCyHgX	BIGBANG	j-pop; k-hop; k-pop	71	2495384	3CV5ak1oN85Vjx1NHiLK7H	BAE BAE	60	169482	0.687	0.63	0	-4.914	1	0.0401	0.0084	0	0.208	0.402	140.011	audio_features	169482	4
k-pop	2e4G04F77jxVuDYo44TCSm	Loco	k-hop; k-pop; korean pop; korean r&b	63	69907	3e0VhBdgJLUhI1ErcrY64B	Think About' Chu	50	239837	0.779	0.559	11	-6.282	1	0.0778	0.225	0	0.0924	0.9	85.005	audio_features	239837	4
k-pop	5DuzBeOgFwViFcv00Q5PFb	WINNER	k-pop; korean pop	65	987863	3e2blQpgdH9pIrrGFI6SZw	걔 세 I'm Him	49	172714	0.876	0.766	11	-6.324	1	0.186	0.0298	4e-4	0.0864	0.771	104.998	audio_features	172714	4
k-pop	5WY88tCMFA6J6vqSN3MmDZ	NELL	k-indie; korean pop	60	18228	3E4UI3NsotBPrfewEa53rj	Habitual Irony	27	270400	0.471	0.723	2	-5.47	1	0.025	6.69e-4	6.21e-6	0.285	0.192	82.032	audio_features	270400	4
k-pop	1xs6WFotNQSXweo0GXrS0O	EXID	k-pop	61	635606	3ekdsWPG0ZtVrvEUPe2Djv	Night Rather Than Day	49	198414	0.756	0.845	1	-3.095	1	0.139	0.111	0	0.311	0.711	110.027	audio_features	198414	4
k-pop	7f4ignuCJhLXfZ9giKT7rH	NCT 127	k-pop	71	989441	3fIJFcqNEqKsfK52y6q1CS	Run Back 2 U - Bonus Track	60	219720	0.685	0.728	1	-6.659	0	0.124	0.0264	4.15e-4	0.109	0.335	139.92	audio_features	219720	4
k-pop	2e4G04F77jxVuDYo44TCSm	Loco	k-hop; k-pop; korean pop; korean r&b	63	69907	3fyx5Gt2ikkQqQ5PzsG0zi	Balance	50	186590	0.794	0.495	1	-8.481	1	0.335	0.841	3.08e-4	0.0968	0.698	105.056	audio_features	186590	4
k-pop	3HqSLMAZ3g3d5poNaI7GOU	IU	k-pop; korean pop	71	633819	3h7WIL3B6nP3171zl6HWj8	Jam Jam	57	218160	0.733	0.697	7	-4.622	1	0.0544	0.121	3.72e-6	0.218	0.388	116.019	audio_features	218160	4
k-pop	2FLqlgckDKdmpBrvLAT5BM	Eric Nam	k-pop; korean pop	64	219554	3i7OLkVcsYvJI8fLPCFP22	FLOAT	53	183652	0.728	0.746	9	-4.57	1	0.0312	0.0683	2.88e-5	0.137	0.582	115.006	audio_features	183652	4
k-pop	6gzXCdfYfFe5XKhPKkYqxV	SUPER JUNIOR	k-pop; korean pop	69	979619	3IQ9FJ2cMVQtger5ZhgCaj	Devil	56	216584	0.773	0.865	4	-3.027	0	0.114	0.133	0	0.052	0.968	145.003	audio_features	216585	4
k-pop	0siBQaURCli5wn2lqv8WZg	DPR LIVE	k-hop; k-pop; korean pop; korean r&b	59	113116	3IW5rhsRBxstifAnjQyUI9	Action!	54	190812	0.681	0.785	1	-4.165	0	0.105	0.16	0	0.582	0.933	103.084	audio_features	190813	4
k-pop	3paGCCtX1Xr4Gx53mSeZuQ	NCT U	k-pop	64	771747	3K8yw3FK4q0j05XabjP6mE	Baby Don't Stop - Special Thai Version	48	183019	0.843	0.722	1	-6.403	1	0.0696	0.0218	5.31e-6	0.0424	0.344	95.981	audio_features	183020	4
k-pop	2hRQKC0gqlZGPrmUKbcchR	SHINee	dance pop; j-pop; k-pop; korean pop	67	1129222	3mjfQvA5gAV6XnH0ZWnIyI	Good Evening	52	223514	0.678	0.809	8	-4.162	1	0.0598	0.0383	0	0.243	0.561	119.979	audio_features	223515	4
k-pop	2e4G04F77jxVuDYo44TCSm	Loco	k-hop; k-pop; korean pop; korean r&b	63	69907	3mNbGPCLCxia3yvwWp2P51	It Takes Time	55	231602	0.728	0.503	3	-7.147	1	0.08	0.777	2.57e-6	0.249	0.267	120.032	audio_features	231602	4
k-pop	5RR0MLwcjc87wjSw2JYdwx	MOMOLAND	k-pop	68	719478	3N0jod5ddBejMctBFUSEHo	Only one you	47	234356	0.686	0.651	5	-4.59	1	0.0266	0.395	0	0.157	0.495	93.972	audio_features	234357	4
k-pop	2CvaqAMMsX576VBehaJ0Wx	Wanna One	k-pop	64	905140	3NkkcnnKrNHv4AiGaPdD76	Energetic	61	189355	0.714	0.886	0	-3.076	1	0.0461	0.058	0	0.112	0.752	125.046	audio_features	189356	4
k-pop	1xs6WFotNQSXweo0GXrS0O	EXID	k-pop	61	635606	3nXUfNbkv8ikaSdHwEp0oY	DDD	64	205821	0.718	0.794	11	-2.877	0	0.0703	0.0806	0	0.0679	0.751	114.285	audio_features	205821	4
k-pop	5na1LmEmK2VzNLje9snJYW	The Rose	k-pop; korean pop	59	192898	3Nztenly509CR6iuN5vRrG	Candy (so good)	50	165478	0.658	0.779	5	-5.375	1	0.0492	0.292	7.64e-5	0.161	0.678	115.936	audio_features	165479	4
k-pop	7f4ignuCJhLXfZ9giKT7rH	NCT 127	k-pop	71	989441	3o8QzWsiiqTUVgBZfHgF58	Cherry Bomb	67	236667	0.713	0.603	6	-4.896	0	0.287	7.59e-4	5.51e-6	0.0453	0.799	78.027	audio_features	236667	4
k-pop	5dCvSnVduaFleCnyy98JMo	HEIZE	k-indie; k-pop; korean pop; korean r&b	60	174028	3OYuHSIBy3KrBDXG9Au5r8	Sorry	47	217595	0.708	0.676	6	-5.856	0	0.0316	0.458	9.66e-5	0.186	0.491	118.984	audio_features	217596	4
k-pop	3HqSLMAZ3g3d5poNaI7GOU	IU	k-pop; korean pop	71	633819	3P3UA61WRQqwCXaoFOTENd	Through the Night	64	253293	0.428	0.313	8	-7.327	1	0.0391	0.757	0	0.309	0.284	78.723	audio_features	253293	4
k-pop	3Nrfpe0tUJi4K4DXYWgMUX	BTS	k-pop	91	7553232	3p6hnejEQYXkiTO1lAzVc0	Euphoria	78	228615	0.637	0.799	2	-4.519	1	0.0338	0.394	0	0.0921	0.562	104.995	audio_features	228615	4
k-pop	5HenzRvMtSrgtvU16XAoby	Zion.T	k-indie; k-pop; korean pop; korean r&b	62	249919	3PWyoYwI4iHLnLWltMt4gd	No Make Up	57	189154	0.758	0.402	9	-5.066	1	0.0459	0.411	0	0.217	0.519	92.109	audio_features	189154	4
k-pop	4XDi67ZENZcbfKnvMnTYsI	Jay Park	k-hop; k-pop; korean pop; korean r&b	68	632898	3qGHAKgjQruzj6doKkyEb5	Unlock It (feat. Kim Petras and Jay Park)	57	232933	0.504	0.711	9	-5.864	1	0.0452	0.0585	1.83e-5	0.382	0.5	134.824	audio_features	232933	4
k-pop	5qRSs6mvI17zrkJpOHkCoM	iKON	k-pop	74	1092967	3r95WVcTpHllv8wuCUltKX	DON'T LET ME KNOW	66	201290	0.625	0.735	7	-4.358	1	0.0366	0.185	0	0.318	0.625	129.959	audio_features	201291	4
k-pop	13rF01aOogvnkuQXOlgTW8	TAEMIN	k-pop; korean pop	63	492825	3rHLceza18qUqyIV90Mw2E	Pinocchio	48	184041	0.757	0.635	9	-5.663	0	0.209	0.138	0	0.161	0.799	109.972	audio_features	184041	4
k-pop	1xs6WFotNQSXweo0GXrS0O	EXID	k-pop	61	635606	3t1HegTbjLFXUaNAElhR7T	Hot Pink	53	200729	0.769	0.962	1	-1.812	1	0.0691	0.357	2.32e-6	0.375	0.708	107.008	audio_features	200729	4
k-pop	4TnGh5PKbSjpYqpIdlW5nz	Monsta X	k-pop	70	1233646	3TM7sUA8tMzndo6G8E526g	Jealousy	62	207029	0.695	0.852	6	-4.528	0	0.127	0.00701	0	0.14	0.496	102.988	audio_features	207030	4
k-pop	7f4ignuCJhLXfZ9giKT7rH	NCT 127	k-pop	71	989441	3u34tP62fx4FI4IbqmgiGe	Chain	60	222146	0.6	0.961	10	-1.674	0	0.114	0.117	0	0.477	0.74	140.056	audio_features	222147	4
k-pop	3eCd0TZrBPm2n9cDG6yWfF	DEAN	k-pop; korean pop; korean r&b	66	449290	3uA8SjMyDtwtt0jLPMQbVD	D (Half Moon)	63	229359	0.514	0.764	7	-5.161	1	0.134	0.234	0	0.0576	0.49	169.836	audio_features	229360	4
k-pop	4TnGh5PKbSjpYqpIdlW5nz	Monsta X	k-pop	70	1233646	3utoyXrzB3d8ahf4tqazTs	Beautiful	60	204009	0.62	0.906	2	-2.951	0	0.139	0.163	0	0.214	0.884	154.002	audio_features	204010	4
k-pop	2JhAlkmukNvarUpGhTFXUQ	KARD	k-pop	61	702916	3uuDH3BFu1qF8hMflQznYH	Knockin' on my heaven's door	48	230153	0.676	0.818	7	-4.06	1	0.295	0.188	0	0.261	0.753	139.741	audio_features	230153	4
k-pop	5dCvSnVduaFleCnyy98JMo	HEIZE	k-indie; k-pop; korean pop; korean r&b	60	174028	3vAncbML0jhNrp63DKhsCo	Round and round (feat. Han Suji)	58	201658	0.603	0.688	0	-5.13	0	0.0327	0.757	0.23	0.0718	0.504	119.99	audio_features	201659	4
k-pop	2JhAlkmukNvarUpGhTFXUQ	KARD	k-pop	61	702916	3VC1IEz9M1txlMSx3h3tPM	Hola Hola	61	202962	0.843	0.807	1	-3.794	0	0.0632	0.0135	6.44e-5	0.227	0.833	104.962	audio_features	202963	4
k-pop	5DuzBeOgFwViFcv00Q5PFb	WINNER	k-pop; korean pop	65	987863	3WHNAF7jrtL5Grl59V1wtv	SENTIMENTAL	53	208264	0.775	0.756	7	-5.513	1	0.058	0.279	0	0.399	0.71	118.019	audio_features	208264	4
k-pop	0b1sIQumIAsNbqAoIClSpy	j-hope	k-hop; k-pop	63	849372	3xngVLz4NYEshyX3aRRXgf	Hope World	61	204930	0.706	0.896	1	-4.456	1	0.16	0.0138	0	0.595	0.767	117.038	audio_features	204931	4
k-pop	3HqSLMAZ3g3d5poNaI7GOU	IU	k-pop; korean pop	71	633819	3y7ByLZ05tluscOTRgEJ9Y	Palette (Feat. G-DRAGON)	67	217412	0.804	0.68	0	-3.81	1	0.2	0.458	0	0.102	0.62	102.013	audio_features	217413	4
k-pop	2dIgFjalVxs4ThymZ67YCE	Stray Kids	k-pop	70	496372	3YcQMEQsLWiya2zjSKKJAU	I am YOU	69	204239	0.655	0.821	11	-4.741	1	0.187	0.0158	0	0.131	0.672	144.977	audio_features	204239	4
k-pop	41MozSoPIsD1dJM0CLPjZF	BLACKPINK	k-pop	84	4054149	3yHQKddM8SVCRnuPSo3HPN	BOOMBAYAH	75	240848	0.658	0.836	5	-3.282	0	0.0549	0.00264	1.02e-6	0.507	0.387	124.969	audio_features	240849	4
k-pop	3HqSLMAZ3g3d5poNaI7GOU	IU	k-pop; korean pop	71	633819	3YkDslZvvMixTwgDId0aYB	Twenty-Three	59	194325	0.757	0.955	5	-2.299	0	0.0412	0.0168	0	0.0817	0.968	122.952	audio_features	194325	4
k-pop	0XATRDCYuuGhk0oE7C0o5G	Mamamoo	k-pop; korean pop	65	581890	3yL1v1JtX8k8zLOUoqGvq9	Yes I am	55	211660	0.74	0.893	0	-2.779	1	0.25	0.142	0	0.0518	0.65	120.092	audio_features	211660	4
k-pop	5TnQc2N1iKlFjYD7CPGvFc	Day6	k-pop; korean pop	67	435460	40Aw9oGVqN1E7pekuguwZW	어쩌다 보니 Somehow	55	202453	0.544	0.937	2	-1.12	1	0.0442	0.0686	0	0.314	0.518	140.106	audio_features	202454	4
k-pop	5dCvSnVduaFleCnyy98JMo	HEIZE	k-indie; k-pop; korean pop; korean r&b	60	174028	41lw42I7uyqwPEQOPZwcOG	Star	52	218280	0.509	0.471	11	-6.374	0	0.0721	0.572	0	0.38	0.306	68.426	audio_features	218280	4
k-pop	7n2Ycct7Beij7Dj7meI4X0	TWICE	k-pop	78	2099516	41r0BLWVIdo7CaKowcUDgM	OOH-AHH하게 Like OOH-AHH	65	215091	0.72	0.876	6	-1.166	1	0.0776	0.241	1.01e-4	0.381	0.694	141.997	audio_features	215091	4
k-pop	7kAYwEKDbUNlUJh4yxjW3o	Agust D	k-pop	60	786945	41sIKltzKnhFsDXWTKjO3R	So Far Away	62	358270	0.485	0.828	11	-4.505	0	0.112	0.00927	0	0.325	0.277	93.723	audio_features	358271	4
k-pop	1gBUSTR3TyDdTVFIaQnc02	NCT DREAM	k-pop	65	676416	42HB7NqTtooRK7Lrwvwrq2	Dear DREAM	57	189546	0.677	0.624	5	-8.973	1	0.0871	0.137	6.41e-5	0.589	0.422	93.023	audio_features	189547	4
k-pop	2FLqlgckDKdmpBrvLAT5BM	Eric Nam	k-pop; korean pop	64	219554	42I5z4IRj90oQ5iyk6aqGc	I Don't Miss You	51	172634	0.849	0.564	7	-5.559	0	0.0694	0.405	0	0.151	0.794	108.056	audio_features	172635	4
k-pop	5DuzBeOgFwViFcv00Q5PFb	WINNER	k-pop; korean pop	65	987863	42rziXmwGA04hNSMi2MliA	EVERYDAY	65	206350	0.856	0.6	7	-4.712	1	0.0705	0.289	0	0.0607	0.711	120.022	audio_features	206351	4
k-pop	1z4g3DjTBBZKhvAroFlhOM	Red Velvet	k-pop	74	1753769	42tFTth2jcF7iSo0RBjfJF	피카부 Peek-A-Boo	72	189049	0.839	0.902	1	-3.612	0	0.0536	0.0868	0.00257	0.272	0.639	114.953	audio_features	189050	4
k-pop	6aLdhHUqgdKE86xbtNmY8g	Crush	k-indie; k-pop; korean pop; korean r&b	65	298667	431fVJWWDSPmpdcNhmNQ3u	Bittersweet	48	237411	0.839	0.52	7	-4.425	0	0.047	0.573	0	0.0724	0.895	88.974	audio_features	237412	4
k-pop	5DuzBeOgFwViFcv00Q5PFb	WINNER	k-pop; korean pop	65	987863	43Y6XibvJzLJj3GyVQaEFJ	ISLAND	59	207768	0.816	0.758	3	-4.249	0	0.0468	0.342	0	0.349	0.79	102.982	audio_features	207769	4
